V1	V3	V13	Protein.names	Organism	Gene.Ontology..biological.process.	Gene.Ontology.IDs
ENA	HBWO01016385.1	548	NA	NA	NA	NA
ENA	HBWO01016385.1	420	NA	NA	NA	NA
ENA	HBWO01016398.1	304	NA	NA	NA	NA
ENA	HBWO01016399.1	444	NA	NA	NA	NA
ENA	HBWO01016405.1	41	NA	NA	NA	NA
ENA	HBWO01016408.1	762	NA	NA	NA	NA
ENA	HBWO01016410.1	866	NA	NA	NA	NA
ENA	HBWO01016420.1	42	NA	NA	NA	NA
ENA	HBWO01016423.1	271	NA	NA	NA	NA
ENA	HBWO01016427.1	25	NA	NA	NA	NA
ENA	HBWO01016432.1	264	NA	NA	NA	NA
ENA	HBWO01016442.1	111	NA	NA	NA	NA
ENA	HBWO01016445.1	1	NA	NA	NA	NA
ENA	HBWO01016465.1	66	NA	NA	NA	NA
ENA	HBWO01016466.1	154	NA	NA	NA	NA
ENA	HBWO01016468.1	111	NA	NA	NA	NA
ENA	HBWO01016491.1	1	NA	NA	NA	NA
ENA	HBWO01016492.1	1	NA	NA	NA	NA
ENA	HBWO01016496.1	11	NA	NA	NA	NA
ENA	HBWO01016497.1	11	NA	NA	NA	NA
ENA	HBWO01016499.1	11	NA	NA	NA	NA
ENA	HBWO01016540.1	1	NA	NA	NA	NA
ENA	HBWO01016541.1	47	NA	NA	NA	NA
ENA	HBWO01016548.1	60	NA	NA	NA	NA
ENA	HBWO01016549.1	60	NA	NA	NA	NA
ENA	HBWO01016550.1	60	NA	NA	NA	NA
ENA	HBWO01016551.1	60	NA	NA	NA	NA
ENA	HBWO01016553.1	60	NA	NA	NA	NA
ENA	HBWO01016554.1	60	NA	NA	NA	NA
ENA	HBWO01016555.1	60	NA	NA	NA	NA
ENA	HBWO01016605.1	332	NA	NA	NA	NA
ENA	HBWO01016606.1	332	NA	NA	NA	NA
ENA	HBWO01016607.1	120	NA	NA	NA	NA
ENA	HBWO01016608.1	414	NA	NA	NA	NA
ENA	HBWO01016608.1	120	NA	NA	NA	NA
ENA	HBWO01016609.1	120	NA	NA	NA	NA
ENA	HBWO01016610.1	425	NA	NA	NA	NA
ENA	HBWO01016610.1	120	NA	NA	NA	NA
ENA	HBWO01016611.1	425	NA	NA	NA	NA
ENA	HBWO01016611.1	120	NA	NA	NA	NA
ENA	HBWO01016612.1	425	NA	NA	NA	NA
ENA	HBWO01016612.1	120	NA	NA	NA	NA
ENA	HBWO01016615.1	67	NA	NA	NA	NA
ENA	HBWO01016616.1	68	NA	NA	NA	NA
ENA	HBWO01016617.1	68	NA	NA	NA	NA
ENA	HBWO01016618.1	68	NA	NA	NA	NA
ENA	HBWO01016621.1	475	NA	NA	NA	NA
ENA	HBWO01016629.1	4	NA	NA	NA	NA
ENA	HBWO01016630.1	427	NA	NA	NA	NA
ENA	HBWO01016631.1	733	NA	NA	NA	NA
ENA	HBWO01016631.1	843	NA	NA	NA	NA
ENA	HBWO01016631.1	871	NA	NA	NA	NA
ENA	HBWO01016631.1	761	NA	NA	NA	NA
ENA	HBWO01016632.1	427	NA	NA	NA	NA
ENA	HBWO01016634.1	4	NA	NA	NA	NA
ENA	HBWO01016635.1	4	NA	NA	NA	NA
ENA	HBWO01016636.1	282	NA	NA	NA	NA
ENA	HBWO01016637.1	282	NA	NA	NA	NA
ENA	HBWO01016652.1	1	NA	NA	NA	NA
ENA	HBWO01016653.1	1	NA	NA	NA	NA
ENA	HBWO01016654.1	57	NA	NA	NA	NA
ENA	HBWO01016666.1	5	NA	NA	NA	NA
ENA	HBWO01016667.1	209	NA	NA	NA	NA
ENA	HBWO01016668.1	209	NA	NA	NA	NA
ENA	HBWO01016669.1	209	NA	NA	NA	NA
ENA	HBWO01016670.1	209	NA	NA	NA	NA
ENA	HBWO01016690.1	18	NA	NA	NA	NA
ENA	HBWO01016691.1	18	NA	NA	NA	NA
ENA	HBWO01016695.1	561	NA	NA	NA	NA
ENA	HBWO01016695.1	348	NA	NA	NA	NA
ENA	HBWO01016707.1	8	NA	NA	NA	NA
ENA	HBWO01016708.1	4	NA	NA	NA	NA
ENA	HBWO01016799.1	34	NA	NA	NA	NA
ENA	HBWO01016800.1	34	NA	NA	NA	NA
ENA	HBWO01016801.1	34	NA	NA	NA	NA
ENA	HBWO01016803.1	34	NA	NA	NA	NA
ENA	HBWO01016845.1	285	NA	NA	NA	NA
ENA	HBWO01016846.1	1	NA	NA	NA	NA
ENA	HBWO01016847.1	1	NA	NA	NA	NA
ENA	HBWO01016848.1	851	NA	NA	NA	NA
ENA	HBWO01016849.1	851	NA	NA	NA	NA
ENA	HBWO01016865.1	43	NA	NA	NA	NA
ENA	HBWO01016867.1	43	NA	NA	NA	NA
ENA	HBWO01016870.1	43	NA	NA	NA	NA
ENA	HBWO01016872.1	60	NA	NA	NA	NA
ENA	HBWO01016873.1	126	NA	NA	NA	NA
ENA	HBWO01016875.1	43	NA	NA	NA	NA
ENA	HBWO01016881.1	661	NA	NA	NA	NA
ENA	HBWO01016884.1	45	NA	NA	NA	NA
ENA	HBWO01016884.1	661	NA	NA	NA	NA
ENA	HBWO01016896.1	157	NA	NA	NA	NA
ENA	HBWO01016897.1	297	NA	NA	NA	NA
ENA	HBWO01016900.1	2	NA	NA	NA	NA
ENA	HBWO01016901.1	53	NA	NA	NA	NA
ENA	HBWO01016907.1	415	NA	NA	NA	NA
ENA	HBWO01016909.1	331	NA	NA	NA	NA
ENA	HBWO01016954.1	24	NA	NA	NA	NA
ENA	HBWO01016956.1	24	NA	NA	NA	NA
ENA	HBWO01016958.1	24	NA	NA	NA	NA
ENA	HBWO01016988.1	4	NA	NA	NA	NA
ENA	HBWO01016989.1	4	NA	NA	NA	NA
ENA	HBWO01016990.1	309	NA	NA	NA	NA
ENA	HBWO01016990.1	277	NA	NA	NA	NA
ENA	HBWO01016991.1	976	NA	NA	NA	NA
ENA	HBWO01016992.1	971	NA	NA	NA	NA
ENA	HBWO01016994.1	976	NA	NA	NA	NA
ENA	HBWO01017037.1	1011	NA	NA	NA	NA
ENA	HBWO01017038.1	580	NA	NA	NA	NA
ENA	HBWO01017060.1	62	NA	NA	NA	NA
ENA	HBWO01017079.1	22	NA	NA	NA	NA
ENA	HBWO01017084.1	4	NA	NA	NA	NA
ENA	HBWO01017090.1	24	NA	NA	NA	NA
ENA	HBWO01017090.1	514	NA	NA	NA	NA
ENA	HBWO01017090.1	348	NA	NA	NA	NA
ENA	HBWO01017091.1	24	NA	NA	NA	NA
ENA	HBWO01017091.1	514	NA	NA	NA	NA
ENA	HBWO01017091.1	348	NA	NA	NA	NA
ENA	HBWO01017093.1	24	NA	NA	NA	NA
ENA	HBWO01017093.1	514	NA	NA	NA	NA
ENA	HBWO01017093.1	348	NA	NA	NA	NA
ENA	HBWO01017093.1	185	NA	NA	NA	NA
ENA	HBWO01017096.1	24	NA	NA	NA	NA
ENA	HBWO01017096.1	514	NA	NA	NA	NA
ENA	HBWO01017096.1	348	NA	NA	NA	NA
ENA	HBWO01017096.1	185	NA	NA	NA	NA
ENA	HBWO01017099.1	2	NA	NA	NA	NA
ENA	HBWO01017110.1	24	NA	NA	NA	NA
ENA	HBWO01017111.1	24	NA	NA	NA	NA
ENA	HBWO01017113.1	28	NA	NA	NA	NA
ENA	HBWO01017114.1	28	NA	NA	NA	NA
ENA	HBWO01017127.1	3511	NA	NA	NA	NA
ENA	HBWO01017138.1	1	NA	NA	NA	NA
ENA	HBWO01017205.1	1	NA	NA	NA	NA
ENA	HBWO01017211.1	30	NA	NA	NA	NA
ENA	HBWO01017227.1	916	NA	NA	NA	NA
ENA	HBWO01017228.1	915	NA	NA	NA	NA
ENA	HBWO01017242.1	2	NA	NA	NA	NA
ENA	HBWO01017243.1	2	NA	NA	NA	NA
ENA	HBWO01017262.1	103	NA	NA	NA	NA
ENA	HBWO01017268.1	242	NA	NA	NA	NA
ENA	HBWO01017269.1	242	NA	NA	NA	NA
ENA	HBWO01017270.1	242	NA	NA	NA	NA
ENA	HBWO01017271.1	242	NA	NA	NA	NA
ENA	HBWO01017276.1	10	NA	NA	NA	NA
ENA	HBWO01017288.1	27	NA	NA	NA	NA
ENA	HBWO01017295.1	6	NA	NA	NA	NA
ENA	HBWO01017295.1	3	NA	NA	NA	NA
ENA	HBWO01017295.1	90	NA	NA	NA	NA
ENA	HBWO01017297.1	6	NA	NA	NA	NA
ENA	HBWO01017297.1	3	NA	NA	NA	NA
ENA	HBWO01017297.1	90	NA	NA	NA	NA
ENA	HBWO01017308.1	18	NA	NA	NA	NA
ENA	HBWO01017309.1	172	NA	NA	NA	NA
ENA	HBWO01017309.1	144	NA	NA	NA	NA
ENA	HBWO01017309.1	92	NA	NA	NA	NA
ENA	HBWO01017309.1	139	NA	NA	NA	NA
ENA	HBWO01017309.1	310	NA	NA	NA	NA
ENA	HBWO01017412.1	7	NA	NA	NA	NA
ENA	HBWO01017419.1	420	NA	NA	NA	NA
ENA	HBWO01017420.1	493	NA	NA	NA	NA
ENA	HBWO01017420.1	420	NA	NA	NA	NA
ENA	HBWO01017422.1	351	NA	NA	NA	NA
ENA	HBWO01017422.1	552	NA	NA	NA	NA
ENA	HBWO01017423.1	16	NA	NA	NA	NA
ENA	HBWO01017423.1	555	NA	NA	NA	NA
ENA	HBWO01017425.1	351	NA	NA	NA	NA
ENA	HBWO01017426.1	420	NA	NA	NA	NA
ENA	HBWO01017427.1	16	NA	NA	NA	NA
ENA	HBWO01017428.1	14	NA	NA	NA	NA
ENA	HBWO01017429.1	14	NA	NA	NA	NA
ENA	HBWO01017438.1	2	NA	NA	NA	NA
ENA	HBWO01017451.1	5	NA	NA	NA	NA
ENA	HBWO01017455.1	7	NA	NA	NA	NA
ENA	HBWO01017456.1	7	NA	NA	NA	NA
ENA	HBWO01017499.1	43	NA	NA	NA	NA
ENA	HBWO01017500.1	43	NA	NA	NA	NA
ENA	HBWO01017501.1	43	NA	NA	NA	NA
ENA	HBWO01017514.1	203	NA	NA	NA	NA
ENA	HBWO01017514.1	175	NA	NA	NA	NA
ENA	HBWO01017514.1	234	NA	NA	NA	NA
ENA	HBWO01017514.1	160	NA	NA	NA	NA
ENA	HBWO01017514.1	151	NA	NA	NA	NA
ENA	HBWO01017515.1	267	NA	NA	NA	NA
ENA	HBWO01017516.1	215	NA	NA	NA	NA
ENA	HBWO01017516.1	187	NA	NA	NA	NA
ENA	HBWO01017516.1	222	NA	NA	NA	NA
ENA	HBWO01017516.1	170	NA	NA	NA	NA
ENA	HBWO01017516.1	141	NA	NA	NA	NA
ENA	HBWO01017523.1	154	NA	NA	NA	NA
ENA	HBWO01017523.1	210	NA	NA	NA	NA
ENA	HBWO01017523.1	294	NA	NA	NA	NA
ENA	HBWO01017523.1	322	NA	NA	NA	NA
ENA	HBWO01017523.1	182	NA	NA	NA	NA
ENA	HBWO01017523.1	378	NA	NA	NA	NA
ENA	HBWO01017523.1	133	NA	NA	NA	NA
ENA	HBWO01017523.1	350	NA	NA	NA	NA
ENA	HBWO01017523.1	266	NA	NA	NA	NA
ENA	HBWO01017523.1	238	NA	NA	NA	NA
ENA	HBWO01017547.1	145	NA	NA	NA	NA
ENA	HBWO01017548.1	145	NA	NA	NA	NA
ENA	HBWO01017550.1	145	NA	NA	NA	NA
ENA	HBWO01017556.1	3	NA	NA	NA	NA
ENA	HBWO01017557.1	3	NA	NA	NA	NA
ENA	HBWO01017560.1	3	NA	NA	NA	NA
ENA	HBWO01017582.1	133	NA	NA	NA	NA
ENA	HBWO01017584.1	133	NA	NA	NA	NA
ENA	HBWO01017587.1	282	NA	NA	NA	NA
ENA	HBWO01017608.1	120	NA	NA	NA	NA
ENA	HBWO01017609.1	120	NA	NA	NA	NA
ENA	HBWO01017615.1	1027	NA	NA	NA	NA
ENA	HBWO01017616.1	976	NA	NA	NA	NA
ENA	HBWO01017642.1	23	NA	NA	NA	NA
ENA	HBWO01017643.1	23	NA	NA	NA	NA
ENA	HBWO01017646.1	3	NA	NA	NA	NA
ENA	HBWO01017673.1	471	NA	NA	NA	NA
ENA	HBWO01017684.1	139	NA	NA	NA	NA
ENA	HBWO01017685.1	139	NA	NA	NA	NA
ENA	HBWO01017711.1	101	NA	NA	NA	NA
ENA	HBWO01017721.1	336	NA	NA	NA	NA
ENA	HBWO01017741.1	387	NA	NA	NA	NA
ENA	HBWO01017747.1	26	NA	NA	NA	NA
ENA	HBWO01017776.1	1338	NA	NA	NA	NA
ENA	HBWO01017779.1	4	NA	NA	NA	NA
ENA	HBWO01017792.1	124	NA	NA	NA	NA
ENA	HBWO01017793.1	124	NA	NA	NA	NA
ENA	HBWO01017804.1	231	NA	NA	NA	NA
ENA	HBWO01017830.1	4	NA	NA	NA	NA
ENA	HBWO01017831.1	4	NA	NA	NA	NA
ENA	HBWO01017832.1	4	NA	NA	NA	NA
ENA	HBWO01017860.1	5	NA	NA	NA	NA
ENA	HBWO01017861.1	5	NA	NA	NA	NA
ENA	HBWO01017878.1	765	NA	NA	NA	NA
ENA	HBWO01017879.1	765	NA	NA	NA	NA
ENA	HBWO01017883.1	765	NA	NA	NA	NA
ENA	HBWO01017884.1	765	NA	NA	NA	NA
ENA	HBWO01017885.1	765	NA	NA	NA	NA
ENA	HBWO01017887.1	765	NA	NA	NA	NA
ENA	HBWO01017906.1	3	NA	NA	NA	NA
ENA	HBWO01017907.1	3	NA	NA	NA	NA
ENA	HBWO01017908.1	3	NA	NA	NA	NA
ENA	HBWO01017909.1	3	NA	NA	NA	NA
ENA	HBWO01017910.1	3	NA	NA	NA	NA
ENA	HBWO01017911.1	3	NA	NA	NA	NA
ENA	HBWO01017939.1	1	NA	NA	NA	NA
ENA	HBWO01017944.1	179	NA	NA	NA	NA
ENA	HBWO01017976.1	3	NA	NA	NA	NA
ENA	HBWO01017979.1	157	NA	NA	NA	NA
ENA	HBWO01017986.1	208	NA	NA	NA	NA
ENA	HBWO01017987.1	44	NA	NA	NA	NA
ENA	HBWO01017992.1	244	NA	NA	NA	NA
ENA	HBWO01017997.1	1	NA	NA	NA	NA
ENA	HBWO01018001.1	11	NA	NA	NA	NA
ENA	HBWO01018010.1	411	NA	NA	NA	NA
ENA	HBWO01018016.1	167	NA	NA	NA	NA
ENA	HBWO01018017.1	280	NA	NA	NA	NA
ENA	HBWO01018020.1	217	NA	NA	NA	NA
ENA	HBWO01018029.1	4	NA	NA	NA	NA
ENA	HBWO01018063.1	270	NA	NA	NA	NA
ENA	HBWO01018063.1	195	NA	NA	NA	NA
ENA	HBWO01018063.1	153	NA	NA	NA	NA
ENA	HBWO01018063.1	113	NA	NA	NA	NA
ENA	HBWO01018063.1	382	NA	NA	NA	NA
ENA	HBWO01018075.1	90	NA	NA	NA	NA
ENA	HBWO01018076.1	1554	NA	NA	NA	NA
ENA	HBWO01018077.1	1554	NA	NA	NA	NA
ENA	HBWO01018078.1	1554	NA	NA	NA	NA
ENA	HBWO01018079.1	289	NA	NA	NA	NA
ENA	HBWO01018080.1	214	NA	NA	NA	NA
ENA	HBWO01018081.1	35	NA	NA	NA	NA
ENA	HBWO01018088.1	1923	NA	NA	NA	NA
ENA	HBWO01018089.1	1979	NA	NA	NA	NA
ENA	HBWO01018092.1	14	NA	NA	NA	NA
ENA	HBWO01018093.1	14	NA	NA	NA	NA
ENA	HBWO01018094.1	344	NA	NA	NA	NA
ENA	HBWO01018109.1	3	NA	NA	NA	NA
ENA	HBWO01018111.1	126	NA	NA	NA	NA
ENA	HBWO01018112.1	82	NA	NA	NA	NA
ENA	HBWO01018125.1	316	NA	NA	NA	NA
ENA	HBWO01018133.1	265	NA	NA	NA	NA
ENA	HBWO01018142.1	12	NA	NA	NA	NA
ENA	HBWO01018144.1	5	NA	NA	NA	NA
ENA	HBWO01018152.1	272	NA	NA	NA	NA
ENA	HBWO01018153.1	272	NA	NA	NA	NA
ENA	HBWO01018155.1	166	NA	NA	NA	NA
ENA	HBWO01018156.1	150	NA	NA	NA	NA
ENA	HBWO01018160.1	23	NA	NA	NA	NA
ENA	HBWO01018161.1	23	NA	NA	NA	NA
ENA	HBWO01018162.1	199	NA	NA	NA	NA
ENA	HBWO01018212.1	1	NA	NA	NA	NA
ENA	HBWO01018219.1	4	NA	NA	NA	NA
ENA	HBWO01018227.1	445	NA	NA	NA	NA
ENA	HBWO01018276.1	1757	NA	NA	NA	NA
ENA	HBWO01018296.1	124	NA	NA	NA	NA
ENA	HBWO01018320.1	5	NA	NA	NA	NA
ENA	HBWO01018324.1	3137	NA	NA	NA	NA
ENA	HBWO01018325.1	1	NA	NA	NA	NA
ENA	HBWO01018342.1	1	NA	NA	NA	NA
ENA	HBWO01018347.1	15	NA	NA	NA	NA
ENA	HBWO01018351.1	124	NA	NA	NA	NA
ENA	HBWO01018358.1	1	NA	NA	NA	NA
ENA	HBWO01018368.1	1822	NA	NA	NA	NA
ENA	HBWO01018369.1	1822	NA	NA	NA	NA
ENA	HBWO01018375.1	1	NA	NA	NA	NA
ENA	HBWO01018378.1	338	NA	NA	NA	NA
ENA	HBWO01018382.1	10	NA	NA	NA	NA
ENA	HBWO01018403.1	43	NA	NA	NA	NA
ENA	HBWO01018404.1	43	NA	NA	NA	NA
ENA	HBWO01018407.1	133	NA	NA	NA	NA
ENA	HBWO01018407.1	1	NA	NA	NA	NA
ENA	HBWO01018411.1	1	NA	NA	NA	NA
ENA	HBWO01018412.1	1	NA	NA	NA	NA
ENA	HBWO01018413.1	1	NA	NA	NA	NA
ENA	HBWO01018415.1	87	NA	NA	NA	NA
ENA	HBWO01018416.1	1	NA	NA	NA	NA
ENA	HBWO01018417.1	1	NA	NA	NA	NA
ENA	HBWO01018418.1	1	NA	NA	NA	NA
ENA	HBWO01018419.1	1	NA	NA	NA	NA
ENA	HBWO01018420.1	1	NA	NA	NA	NA
ENA	HBWO01018421.1	1	NA	NA	NA	NA
ENA	HBWO01018422.1	87	NA	NA	NA	NA
ENA	HBWO01018423.1	1	NA	NA	NA	NA
ENA	HBWO01018429.1	23	NA	NA	NA	NA
ENA	HBWO01018431.1	6	NA	NA	NA	NA
ENA	HBWO01018432.1	7	NA	NA	NA	NA
ENA	HBWO01018433.1	6	NA	NA	NA	NA
ENA	HBWO01018434.1	6	NA	NA	NA	NA
ENA	HBWO01018436.1	6	NA	NA	NA	NA
ENA	HBWO01018437.1	7	NA	NA	NA	NA
ENA	HBWO01018438.1	6	NA	NA	NA	NA
ENA	HBWO01018439.1	6	NA	NA	NA	NA
ENA	HBWO01018449.1	199	NA	NA	NA	NA
ENA	HBWO01018450.1	180	NA	NA	NA	NA
ENA	HBWO01018451.1	180	NA	NA	NA	NA
ENA	HBWO01018452.1	199	NA	NA	NA	NA
ENA	HBWO01018454.1	42	NA	NA	NA	NA
ENA	HBWO01018455.1	42	NA	NA	NA	NA
ENA	HBWO01018469.1	395	NA	NA	NA	NA
ENA	HBWO01018470.1	392	NA	NA	NA	NA
ENA	HBWO01018471.1	7	NA	NA	NA	NA
ENA	HBWO01018472.1	7	NA	NA	NA	NA
ENA	HBWO01018473.1	395	NA	NA	NA	NA
ENA	HBWO01018474.1	402	NA	NA	NA	NA
ENA	HBWO01018477.1	287	NA	NA	NA	NA
ENA	HBWO01018490.1	86	NA	NA	NA	NA
ENA	HBWO01018504.1	67	NA	NA	NA	NA
ENA	HBWO01018505.1	67	NA	NA	NA	NA
ENA	HBWO01018506.1	67	NA	NA	NA	NA
ENA	HBWO01018507.1	67	NA	NA	NA	NA
ENA	HBWO01018510.1	80	NA	NA	NA	NA
ENA	HBWO01018511.1	80	NA	NA	NA	NA
ENA	HBWO01018512.1	80	NA	NA	NA	NA
ENA	HBWO01018543.1	4	NA	NA	NA	NA
ENA	HBWO01018566.1	5	NA	NA	NA	NA
ENA	HBWO01018568.1	1	NA	NA	NA	NA
ENA	HBWO01018569.1	34	NA	NA	NA	NA
ENA	HBWO01018593.1	280	NA	NA	NA	NA
ENA	HBWO01018595.1	548	NA	NA	NA	NA
ENA	HBWO01018596.1	548	NA	NA	NA	NA
ENA	HBWO01018598.1	726	NA	NA	NA	NA
ENA	HBWO01018598.1	1132	NA	NA	NA	NA
ENA	HBWO01018622.1	4	NA	NA	NA	NA
ENA	HBWO01018657.1	369	NA	NA	NA	NA
ENA	HBWO01018662.1	35	NA	NA	NA	NA
ENA	HBWO01018663.1	214	NA	NA	NA	NA
ENA	HBWO01018663.1	35	NA	NA	NA	NA
ENA	HBWO01018664.1	214	NA	NA	NA	NA
ENA	HBWO01018664.1	35	NA	NA	NA	NA
ENA	HBWO01018665.1	35	NA	NA	NA	NA
ENA	HBWO01018666.1	77	NA	NA	NA	NA
ENA	HBWO01018667.1	77	NA	NA	NA	NA
ENA	HBWO01018670.1	458	NA	NA	NA	NA
ENA	HBWO01018671.1	31	NA	NA	NA	NA
ENA	HBWO01018672.1	422	NA	NA	NA	NA
ENA	HBWO01018673.1	277	NA	NA	NA	NA
ENA	HBWO01018674.1	31	NA	NA	NA	NA
ENA	HBWO01018675.1	304	NA	NA	NA	NA
ENA	HBWO01018675.1	49	NA	NA	NA	NA
ENA	HBWO01018676.1	31	NA	NA	NA	NA
ENA	HBWO01018677.1	458	NA	NA	NA	NA
ENA	HBWO01018681.1	257	NA	NA	NA	NA
ENA	HBWO01018682.1	29	NA	NA	NA	NA
ENA	HBWO01018683.1	5	NA	NA	NA	NA
ENA	HBWO01018718.1	99	NA	NA	NA	NA
ENA	HBWO01018719.1	38	NA	NA	NA	NA
ENA	HBWO01018720.1	38	NA	NA	NA	NA
ENA	HBWO01018723.1	242	NA	NA	NA	NA
ENA	HBWO01018724.1	111	NA	NA	NA	NA
ENA	HBWO01018725.1	30	NA	NA	NA	NA
ENA	HBWO01018725.1	1	NA	NA	NA	NA
ENA	HBWO01018725.1	103	NA	NA	NA	NA
ENA	HBWO01018726.1	1326	NA	NA	NA	NA
ENA	HBWO01018736.1	10	NA	NA	NA	NA
ENA	HBWO01018763.1	1	NA	NA	NA	NA
ENA	HBWO01018781.1	58	NA	NA	NA	NA
ENA	HBWO01018782.1	47	NA	NA	NA	NA
ENA	HBWO01018785.1	128	NA	NA	NA	NA
ENA	HBWO01018786.1	128	NA	NA	NA	NA
ENA	HBWO01018791.1	27	NA	NA	NA	NA
ENA	HBWO01018792.1	27	NA	NA	NA	NA
ENA	HBWO01018794.1	6	NA	NA	NA	NA
ENA	HBWO01018796.1	168	NA	NA	NA	NA
ENA	HBWO01018797.1	27	NA	NA	NA	NA
ENA	HBWO01018802.1	1	NA	NA	NA	NA
ENA	HBWO01018811.1	115	NA	NA	NA	NA
ENA	HBWO01018815.1	526	NA	NA	NA	NA
ENA	HBWO01018823.1	116	NA	NA	NA	NA
ENA	HBWO01018826.1	116	NA	NA	NA	NA
ENA	HBWO01018883.1	5	NA	NA	NA	NA
ENA	HBWO01018884.1	5	NA	NA	NA	NA
ENA	HBWO01018892.1	678	NA	NA	NA	NA
ENA	HBWO01018893.1	70	NA	NA	NA	NA
ENA	HBWO01018893.1	668	NA	NA	NA	NA
ENA	HBWO01018894.1	405	NA	NA	NA	NA
ENA	HBWO01018912.1	4	NA	NA	NA	NA
ENA	HBWO01018935.1	22	NA	NA	NA	NA
ENA	HBWO01018936.1	22	NA	NA	NA	NA
ENA	HBWO01018937.1	22	NA	NA	NA	NA
ENA	HBWO01018938.1	22	NA	NA	NA	NA
ENA	HBWO01018940.1	22	NA	NA	NA	NA
ENA	HBWO01018966.1	7	NA	NA	NA	NA
ENA	HBWO01018980.1	1	NA	NA	NA	NA
ENA	HBWO01018981.1	1	NA	NA	NA	NA
ENA	HBWO01018983.1	144	NA	NA	NA	NA
ENA	HBWO01018984.1	144	NA	NA	NA	NA
ENA	HBWO01019019.1	1	NA	NA	NA	NA
ENA	HBWO01019020.1	1	NA	NA	NA	NA
ENA	HBWO01019025.1	21	NA	NA	NA	NA
ENA	HBWO01019026.1	21	NA	NA	NA	NA
ENA	HBWO01019038.1	2621	NA	NA	NA	NA
ENA	HBWO01019038.1	2484	NA	NA	NA	NA
ENA	HBWO01019038.1	2858	NA	NA	NA	NA
ENA	HBWO01019040.1	2621	NA	NA	NA	NA
ENA	HBWO01019040.1	2482	NA	NA	NA	NA
ENA	HBWO01019040.1	2858	NA	NA	NA	NA
ENA	HBWO01019041.1	262	NA	NA	NA	NA
ENA	HBWO01019042.1	56	NA	NA	NA	NA
ENA	HBWO01019044.1	244	NA	NA	NA	NA
ENA	HBWO01019045.1	244	NA	NA	NA	NA
ENA	HBWO01019046.1	244	NA	NA	NA	NA
ENA	HBWO01019048.1	244	NA	NA	NA	NA
ENA	HBWO01019049.1	244	NA	NA	NA	NA
ENA	HBWO01019051.1	244	NA	NA	NA	NA
ENA	HBWO01019055.1	29	NA	NA	NA	NA
ENA	HBWO01019056.1	29	NA	NA	NA	NA
ENA	HBWO01019058.1	1	NA	NA	NA	NA
ENA	HBWO01019059.1	1	NA	NA	NA	NA
ENA	HBWO01019060.1	1	NA	NA	NA	NA
ENA	HBWO01019061.1	29	NA	NA	NA	NA
ENA	HBWO01019062.1	1	NA	NA	NA	NA
ENA	HBWO01019063.1	1	NA	NA	NA	NA
ENA	HBWO01019065.1	1	NA	NA	NA	NA
ENA	HBWO01019066.1	1	NA	NA	NA	NA
ENA	HBWO01019067.1	1	NA	NA	NA	NA
ENA	HBWO01019068.1	1	NA	NA	NA	NA
ENA	HBWO01019069.1	1	NA	NA	NA	NA
ENA	HBWO01019074.1	26	NA	NA	NA	NA
ENA	HBWO01019076.1	26	NA	NA	NA	NA
ENA	HBWO01019080.1	11	NA	NA	NA	NA
ENA	HBWO01019129.1	60	NA	NA	NA	NA
ENA	HBWO01019150.1	65	NA	NA	NA	NA
ENA	HBWO01019165.1	21	NA	NA	NA	NA
ENA	HBWO01019167.1	3	NA	NA	NA	NA
ENA	HBWO01019168.1	3	NA	NA	NA	NA
ENA	HBWO01019169.1	3	NA	NA	NA	NA
ENA	HBWO01019170.1	3	NA	NA	NA	NA
ENA	HBWO01019186.1	12	NA	NA	NA	NA
ENA	HBWO01019188.1	1	NA	NA	NA	NA
ENA	HBWO01019189.1	1	NA	NA	NA	NA
ENA	HBWO01019190.1	1	NA	NA	NA	NA
ENA	HBWO01019191.1	1	NA	NA	NA	NA
ENA	HBWO01019193.1	1	NA	NA	NA	NA
ENA	HBWO01019195.1	25	NA	NA	NA	NA
ENA	HBWO01019196.1	1	NA	NA	NA	NA
ENA	HBWO01019198.1	3	NA	NA	NA	NA
ENA	HBWO01019200.1	2	NA	NA	NA	NA
ENA	HBWO01019201.1	3	NA	NA	NA	NA
ENA	HBWO01019202.1	3	NA	NA	NA	NA
ENA	HBWO01019203.1	7	NA	NA	NA	NA
ENA	HBWO01019204.1	7	NA	NA	NA	NA
ENA	HBWO01019205.1	204	NA	NA	NA	NA
ENA	HBWO01019206.1	7	NA	NA	NA	NA
ENA	HBWO01019209.1	47	NA	NA	NA	NA
ENA	HBWO01019213.1	1	NA	NA	NA	NA
ENA	HBWO01019218.1	169	NA	NA	NA	NA
ENA	HBWO01019218.1	121	NA	NA	NA	NA
ENA	HBWO01019220.1	13	NA	NA	NA	NA
ENA	HBWO01019220.1	195	NA	NA	NA	NA
ENA	HBWO01019233.1	47	NA	NA	NA	NA
ENA	HBWO01019234.1	47	NA	NA	NA	NA
ENA	HBWO01019241.1	5	NA	NA	NA	NA
ENA	HBWO01019242.1	5	NA	NA	NA	NA
ENA	HBWO01019243.1	5	NA	NA	NA	NA
ENA	HBWO01019244.1	1	NA	NA	NA	NA
ENA	HBWO01019245.1	15	NA	NA	NA	NA
ENA	HBWO01019269.1	1	NA	NA	NA	NA
ENA	HBWO01019270.1	3	NA	NA	NA	NA
ENA	HBWO01019271.1	3	NA	NA	NA	NA
